decision_time,job_id,allowed_machine_indices,avail_actions,action_idx,obs_current_op_type,obs_total_operations,obs_remaining_operations,obs_wait_time,obs_theoretical_machine_count,obs_free_machine_count,obs_n_jobs_active,finished_flag,job_status
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
3.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,6.0,0,WIP
9.0,1,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
15.0,9,"[0, 2, 4]","[1, 0, 1, 0, 1]",4,9.0,2.0,1.0,2.958869457244873,3.0,3.0,7.0,0,WIP
16.0,6,"[1, 3, 4]","[0, 1, 0, 1, 1]",1,8.0,5.0,1.0,6.041501045227051,3.0,3.0,8.0,0,WIP
16.0,10,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,5.0,5.0,0.0,2.0,2.0,8.0,0,WIP
16.0,7,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,5.0,2.0,4.228003978729248,3.0,3.0,8.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
3.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,6.0,0,WIP
9.0,1,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
17.0,11,"[0, 1]","[1, 1, 0, 0, 0]",0,5.0,4.0,4.0,0.0,2.0,2.0,8.0,0,WIP
18.0,10,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,5.0,5.0,0.0,2.0,2.0,8.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
19.0,0,[3],"[0, 0, 0, 1, 0]",-1,7.0,3.0,2.0,1.0,1.0,1.0,8.0,0,WIP
9.0,1,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
19.0,12,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,5.0,5.0,0.0,3.0,3.0,8.0,0,WIP
20.0,11,[3],"[0, 0, 0, 1, 0]",3,7.0,4.0,3.0,0.10490229725837708,1.0,1.0,9.0,0,WIP
20.0,13,"[0, 3, 4]","[1, 0, 0, 1, 1]",0,3.0,1.0,1.0,0.0,3.0,3.0,9.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
21.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
21.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
9.0,1,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
21.0,12,"[1, 3, 4]","[0, 1, 0, 1, 1]",3,8.0,5.0,5.0,0.0,3.0,3.0,9.0,0,WIP
21.0,13,"[0, 3, 4]","[1, 0, 0, 1, 1]",-1,3.0,1.0,1.0,0.0,3.0,3.0,9.0,0,WIP
21.0,7,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,1.0,7.303004264831543,2.0,2.0,9.0,0,WIP
21.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",4,9.0,5.0,4.0,2.156839609146118,3.0,3.0,9.0,0,WIP
22.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,4.0,2.0,0.8299022912979126,3.0,3.0,9.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
21.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
23.0,1,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,10.0,0,WIP
23.0,13,"[0, 3, 4]","[1, 0, 0, 1, 1]",0,3.0,1.0,1.0,0.0,3.0,3.0,10.0,0,WIP
23.0,14,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
23.0,10,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,5.0,3.0,2.356839656829834,2.0,2.0,10.0,0,WIP
24.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,4.0,2.0,0.8299022912979126,3.0,3.0,9.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
21.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
25.0,1,"[0, 2]","[1, 0, 1, 0, 0]",1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
25.0,1,"[0, 2]","[1, 0, 1, 0, 0]",1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
25.0,14,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,1.0,1.0,0.0,2.0,2.0,8.0,0,WIP
25.0,12,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,4.0,3.6551685333251953,1.0,1.0,8.0,0,WIP
26.0,15,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,2.0,2.0,0.0,3.0,3.0,9.0,0,WIP
26.0,14,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,1.0,1.0,0.0,2.0,2.0,9.0,0,WIP
26.0,10,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,5.0,2.0,2.43183970451355,4.0,4.0,9.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
21.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
25.0,1,"[0, 2]","[1, 0, 1, 0, 0]",1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
27.0,12,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,3.0,4.210168361663818,2.0,2.0,9.0,0,WIP
28.0,15,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,2.0,2.0,0.0,3.0,3.0,10.0,0,WIP
28.0,14,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
28.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",0,9.0,5.0,1.0,2.6318397521972656,3.0,3.0,10.0,0,WIP
28.0,16,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
28.0,11,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,4.0,1.0,4.809902191162109,4.0,4.0,10.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
21.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
25.0,1,"[0, 2]","[1, 0, 1, 0, 0]",1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
29.0,14,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
30.0,16,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
30.0,12,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,2.0,4.3901686668396,1.0,1.0,10.0,0,WIP
30.0,15,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,2.0,1.0,2.744171142578125,3.0,3.0,10.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
21.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
25.0,1,"[0, 2]","[1, 0, 1, 0, 0]",1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
31.0,14,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
31.0,17,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,3.0,3.0,0.0,4.0,4.0,10.0,0,WIP
32.0,16,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,1.0,1.0,0.0,2.0,2.0,9.0,0,WIP
32.0,12,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,2.0,4.3901686668396,1.0,1.0,9.0,0,WIP
32.0,17,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,3.0,3.0,0.0,4.0,4.0,9.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
21.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
25.0,1,"[0, 2]","[1, 0, 1, 0, 0]",1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
33.0,12,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,2.0,4.3901686668396,1.0,1.0,9.0,0,WIP
33.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,3.0,3.0,0.0,4.0,4.0,9.0,0,WIP
34.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,3.0,3.0,0.0,4.0,4.0,8.0,0,WIP
34.0,17,"[0, 1]","[1, 1, 0, 0, 0]",1,5.0,3.0,2.0,3.4982872009277344,2.0,2.0,8.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
21.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
25.0,1,"[0, 2]","[1, 0, 1, 0, 0]",1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
35.0,19,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,5.0,5.0,0.0,4.0,4.0,9.0,0,WIP
35.0,12,"[1, 3, 4]","[0, 1, 0, 1, 1]",3,8.0,5.0,1.0,8.290168762207031,3.0,3.0,9.0,0,WIP
36.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,3.0,3.0,0.0,4.0,4.0,10.0,0,WIP
36.0,17,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,3.0,1.0,3.9232871532440186,2.0,2.0,10.0,0,WIP
36.0,20,"[0, 3, 4]","[1, 0, 0, 1, 1]",-1,3.0,2.0,2.0,0.0,3.0,3.0,10.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
21.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
25.0,1,"[0, 2]","[1, 0, 1, 0, 0]",1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
37.0,19,"[0, 2, 4]","[1, 0, 1, 0, 1]",0,9.0,5.0,4.0,0.7436899542808533,3.0,3.0,9.0,0,WIP
37.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,3.0,3.0,0.0,4.0,4.0,9.0,0,WIP
38.0,20,"[0, 3, 4]","[1, 0, 0, 1, 1]",4,3.0,2.0,2.0,0.0,3.0,3.0,9.0,0,WIP
38.0,21,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,4.0,4.0,0.0,4.0,4.0,9.0,0,WIP
38.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,3.0,3.0,0.0,4.0,4.0,9.0,0,WIP
38.0,22,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,3.0,3.0,0.0,3.0,3.0,9.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
21.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
25.0,1,"[0, 2]","[1, 0, 1, 0, 0]",1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
39.0,22,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,3.0,3.0,0.0,3.0,3.0,9.0,0,WIP
40.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,2.090481996536255,1.0,1.0,9.0,0,WIP
40.0,19,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,3.0,1.5186899900436401,2.0,2.0,9.0,0,WIP
1.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
1.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
21.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
25.0,1,"[0, 2]","[1, 0, 1, 0, 0]",1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,8.0,0,WIP
41.0,22,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,3.0,3.0,0.0,3.0,3.0,10.0,0,WIP
41.0,23,"[0, 2]","[1, 0, 1, 0, 0]",0,2.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
41.0,21,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,4.0,3.0,2.5457656383514404,4.0,4.0,10.0,0,WIP
42.0,20,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,1.0,2.090481996536255,1.0,1.0,10.0,0,WIP
42.0,22,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,3.0,3.0,0.0,3.0,3.0,10.0,0,WIP
43.0,2,"[0, 1]","[1, 1, 0, 0, 0]",-1,5.0,3.0,3.0,0.0,2.0,2.0,10.0,0,WIP
43.0,3,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,4.0,4.0,0.0,2.0,2.0,10.0,0,WIP
43.0,0,[3],"[0, 0, 0, 1, 0]",-1,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
43.0,1,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,10.0,0,WIP
43.0,18,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,3.0,2.0,8.019697189331055,3.0,3.0,10.0,0,WIP
43.0,19,"[0, 1]","[1, 1, 0, 0, 0]",1,5.0,5.0,2.0,1.5436899662017822,2.0,2.0,10.0,0,WIP
43.0,20,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,1.0,2.090481996536255,1.0,1.0,10.0,0,WIP
43.0,24,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,5.0,5.0,0.0,3.0,3.0,10.0,0,WIP
44.0,22,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,3.0,3.0,0.0,3.0,3.0,10.0,0,WIP
44.0,21,"[0, 3, 4]","[1, 0, 0, 1, 1]",0,3.0,4.0,2.0,3.6207656860351562,3.0,3.0,10.0,0,WIP
44.0,24,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,5.0,5.0,0.0,3.0,3.0,10.0,0,WIP
45.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,9.0,0,WIP
45.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,9.0,0,WIP
45.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,9.0,0,WIP
45.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,9.0,0,WIP
45.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
45.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
45.0,1,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,9.0,0,WIP
45.0,1,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,9.0,0,WIP
45.0,21,"[0, 3, 4]","[1, 0, 0, 1, 1]",-1,3.0,4.0,2.0,3.6207656860351562,3.0,3.0,9.0,0,WIP
45.0,24,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,5.0,5.0,0.0,3.0,3.0,9.0,0,WIP
45.0,18,"[0, 1]","[1, 1, 0, 0, 0]",1,5.0,3.0,1.0,8.994696617126465,2.0,2.0,9.0,0,WIP
45.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,9.0,0,WIP
45.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,9.0,0,WIP
45.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
47.0,1,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,10.0,0,WIP
47.0,21,"[0, 3, 4]","[1, 0, 0, 1, 1]",0,3.0,4.0,2.0,3.6207656860351562,3.0,3.0,10.0,0,WIP
47.0,24,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,5.0,5.0,0.0,3.0,3.0,10.0,0,WIP
47.0,22,"[0, 2, 4]","[1, 0, 1, 0, 1]",4,9.0,3.0,2.0,6.0841383934021,3.0,3.0,10.0,0,WIP
47.0,19,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,1.0,4.01869010925293,1.0,1.0,10.0,0,WIP
47.0,25,"[0, 2]","[1, 0, 1, 0, 0]",0,2.0,4.0,4.0,0.0,2.0,2.0,10.0,0,WIP
48.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,4.01869010925293,1.0,1.0,10.0,0,WIP
48.0,25,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,4.0,4.0,0.0,2.0,2.0,10.0,0,WIP
45.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,9.0,0,WIP
45.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,9.0,0,WIP
45.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
49.0,1,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,4.0,1.0,3.8499999046325684,2.0,2.0,9.0,0,WIP
49.0,24,"[1, 2, 4]","[0, 1, 1, 0, 1]",2,4.0,5.0,5.0,0.0,3.0,3.0,9.0,0,WIP
49.0,21,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,4.0,1.0,7.345765590667725,2.0,2.0,9.0,0,WIP
49.0,22,"[1, 3, 4]","[0, 1, 0, 1, 1]",1,8.0,3.0,1.0,6.984138488769531,3.0,3.0,9.0,0,WIP
50.0,19,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,1.0,4.01869010925293,1.0,1.0,9.0,0,WIP
50.0,24,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,5.0,5.0,0.0,3.0,3.0,9.0,0,WIP
50.0,22,"[1, 3, 4]","[0, 1, 0, 1, 1]",3,8.0,3.0,1.0,6.984138488769531,3.0,3.0,9.0,0,WIP
50.0,25,[3],"[0, 0, 0, 1, 0]",3,7.0,4.0,3.0,1.1955420970916748,1.0,1.0,9.0,0,WIP
45.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,9.0,0,WIP
45.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,9.0,0,WIP
45.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
51.0,21,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,4.0,1.0,7.345765590667725,2.0,2.0,9.0,0,WIP
51.0,22,"[1, 3, 4]","[0, 1, 0, 1, 1]",1,8.0,3.0,1.0,6.984138488769531,3.0,3.0,9.0,0,WIP
51.0,25,[3],"[0, 0, 0, 1, 0]",-1,7.0,4.0,3.0,1.1955420970916748,1.0,1.0,9.0,0,WIP
52.0,22,"[1, 3, 4]","[0, 1, 0, 1, 1]",1,8.0,3.0,1.0,6.984138488769531,3.0,3.0,7.0,0,WIP
45.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,9.0,0,WIP
45.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,9.0,0,WIP
45.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
53.0,25,[3],"[0, 0, 0, 1, 0]",3,7.0,4.0,3.0,1.1955420970916748,1.0,1.0,7.0,0,WIP
53.0,24,"[0, 2]","[1, 0, 1, 0, 0]",0,2.0,5.0,4.0,7.166379451751709,2.0,2.0,7.0,0,WIP
55.0,2,"[0, 1]","[1, 1, 0, 0, 0]",-1,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
55.0,3,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
55.0,0,[3],"[0, 0, 0, 1, 0]",-1,7.0,3.0,2.0,1.0,1.0,1.0,5.0,0,WIP
55.0,24,"[0, 2]","[1, 0, 1, 0, 0]",0,2.0,5.0,3.0,8.06637954711914,2.0,2.0,5.0,0,WIP
55.0,25,"[1, 3, 4]","[0, 1, 0, 1, 1]",3,8.0,4.0,2.0,4.445541858673096,3.0,3.0,5.0,0,WIP
57.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
57.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
57.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
57.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
57.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,5.0,0,WIP
57.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,5.0,0,WIP
57.0,24,"[1, 3, 4]","[0, 1, 0, 1, 1]",1,8.0,5.0,2.0,9.016379356384277,3.0,3.0,5.0,0,WIP
58.0,26,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,3.0,3.0,0.0,2.0,2.0,6.0,0,WIP
58.0,25,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,4.0,1.0,4.625542163848877,4.0,4.0,6.0,0,WIP
57.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
57.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
57.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,5.0,0,WIP
59.0,27,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,3.0,3.0,0.0,4.0,4.0,8.0,0,WIP
59.0,28,"[1, 2, 4]","[0, 1, 1, 0, 1]",2,4.0,2.0,2.0,0.0,3.0,3.0,8.0,0,WIP
60.0,28,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,2.0,2.0,0.0,3.0,3.0,7.0,0,WIP
60.0,24,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,5.0,1.0,9.966379165649414,4.0,4.0,7.0,0,WIP
57.0,2,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,3.0,3.0,0.0,2.0,2.0,5.0,0,WIP
57.0,3,"[0, 2]","[1, 0, 1, 0, 0]",4,2.0,4.0,4.0,0.0,2.0,2.0,5.0,0,WIP
57.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,5.0,0,WIP
61.0,27,"[0, 3, 4]","[1, 0, 0, 1, 1]",-1,3.0,3.0,2.0,0.6182824969291687,3.0,3.0,7.0,0,WIP
61.0,26,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,3.0,2.0,0.6375661492347717,4.0,4.0,7.0,0,WIP
62.0,28,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,2.0,2.0,0.0,3.0,3.0,7.0,0,WIP
62.0,29,[3],"[0, 0, 0, 1, 0]",3,7.0,1.0,1.0,0.0,1.0,1.0,7.0,0,WIP
